,user,userID,pos,qn,q1,q2,p1,p2,p12,p123,fal,irr,ent,a00,a01,a10,a11,qorder
1612,179.0,11260803.0,1.0,1.0,3.0,4.0,0.86,0.0,0.05,,1.0,0.05,0.0,,-0.22360679774997896,1.0878809071104212,0.22360679774997896,2301
1613,179.0,11260803.0,2.0,2.0,1.0,4.0,0.24,1.0,0.28,,1.0,0.040000000000000036,0.0,,0.885063300160177,0.16367006081463276,0.5291502622129182,0312
1614,179.0,11260803.0,3.0,5.0,1.0,2.0,0.0,0.66,0.27,,1.0,0.27,0.0,0.2529524155408365,0.6292972870369424,-0.5196152422706632,0.5196152422706632,0123
1615,179.0,11260803.0,4.0,4.0,2.0,4.0,0.0,0.0,0.66,,2.0,-0.66,0.0,,0.0,1.407124727947029,-1.407124727947029,1302
1616,179.0,11260803.0,5.0,3.0,2.0,3.0,0.0,0.73,0.0,,2.0,0.73,0.0,,1.2083045973594573,-1.2083045973594573,1.2083045973594573,1203
1617,179.0,11260803.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1618,179.0,11260803.0,7.0,7.0,1.0,3.0,1.0,0.0,0.5,,2.0,0.5,0.0,,-1.4142135623730951,1.224744871391589,0.1894686909815062,0213
1620,180.0,38347744.0,0.0,0.0,1.0,2.0,0.64,0.81,0.64,,1.0,0.0,0.0,0.1632816268133638,0.47279220613578543,0.331370849898476,0.8,0123
1621,180.0,38347744.0,1.0,1.0,3.0,4.0,0.29,0.28,0.28,,1.0,0.0,0.0,0.7860898562590213,0.21918121514187017,0.2324270483734726,0.5291502622129182,2301
1622,180.0,38347744.0,2.0,3.0,2.0,3.0,0.0,0.0,0.71,,2.0,-0.71,0.0,,0.0,1.4594519519326423,-1.4594519519326423,1203
1623,180.0,38347744.0,3.0,4.0,2.0,4.0,0.71,0.31,0.29,,2.0,0.42,0.0,,-0.4042367413801172,0.14533711790770032,1.0463004108735978,1302
1624,180.0,38347744.0,4.0,2.0,1.0,4.0,0.1,0.74,0.11,,1.0,0.009999999999999995,0.0,0.30596989975667127,0.8848900270241038,0.11555111646441796,0.33166247903553997,0312
1625,180.0,38347744.0,5.0,5.0,1.0,2.0,1.0,0.62,1.0,,1.0,0.38,0.0,,0.11355287256600444,0.41421356237309515,1.0,0123
1626,180.0,38347744.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1627,180.0,38347744.0,7.0,7.0,1.0,3.0,0.82,0.0,0.58,,2.0,0.24,0.0,,-1.2806248474865698,1.3190905958272918,-0.03846574834072203,0213
1629,181.0,20111516.0,0.0,0.0,1.0,2.0,0.56,0.89,0.64,,1.0,0.07999999999999996,0.0,0.08914644884431133,0.5341664064126332,0.2583005244258363,0.8,0123
1630,181.0,20111516.0,1.0,1.0,3.0,4.0,0.69,0.39,0.46,,1.0,0.07,0.0,0.5014828745960545,0.20494308832025787,0.4965010141345463,0.6782329983125268,2301
1631,181.0,20111516.0,2.0,4.0,2.0,4.0,0.86,0.8,0.69,,2.0,0.17000000000000004,0.0,,-0.04657664079304835,0.17383839292646397,1.1376493119339361,1302
1632,181.0,20111516.0,3.0,2.0,1.0,4.0,0.77,0.9,0.8,,1.0,0.030000000000000027,0.0,,0.447213595499958,0.3465401735991699,0.8944271909999159,0312
1633,181.0,20111516.0,4.0,3.0,2.0,3.0,0.86,0.41,0.48,,2.0,0.38,0.0,,-0.4059491910466585,0.29446148618625834,1.0170262186741417,1203
1634,181.0,20111516.0,5.0,5.0,1.0,2.0,0.0,0.17,0.1,,1.0,0.1,0.0,0.8536871665263075,0.26686742346769216,-0.31622776601683794,0.31622776601683794,0123
1635,181.0,20111516.0,6.0,6.0,1.0,3.0,0.8,0.57,0.72,,2.0,0.08000000000000007,0.0,0.2342615868162978,-0.19720323886422064,0.4019860204667758,0.8629250436005762,0213
1636,181.0,20111516.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1638,182.0,87061241.0,0.0,0.0,1.0,2.0,0.4,0.84,0.53,,1.0,0.13,0.0,0.3457250723069539,0.5681371507535201,0.16641620207186403,0.7280109889280518,0123
1639,182.0,87061241.0,1.0,1.0,3.0,4.0,0.72,0.33,0.74,,1.0,0.41,0.0,0.37718759372853494,-0.04782868624066661,0.3397674732957373,0.8602325267042626,2301
1640,182.0,87061241.0,2.0,5.0,1.0,2.0,0.41,0.76,0.29,,1.0,-0.12,0.0,0.3052052441141129,0.6943663198803449,0.36702203310029125,0.5385164807134504,0123
1641,182.0,87061241.0,3.0,2.0,1.0,4.0,0.37,0.09,0.76,,1.0,0.67,0.0,0.1989882938679842,-0.44751571999620615,-0.011547262003872016,0.8717797887081347,0312
1642,182.0,87061241.0,4.0,3.0,2.0,3.0,0.72,0.43,0.56,,2.0,0.15999999999999992,0.0,0.3142433446504847,-0.2726381504504296,0.3687862901320018,0.8312137098679981,1203
1643,182.0,87061241.0,5.0,4.0,2.0,4.0,0.85,0.55,0.93,,2.0,-0.08000000000000007,0.0,0.28828904420157264,-0.2550316328703781,0.6215204606788549,0.6823200203616748,1302
1644,182.0,87061241.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1645,182.0,87061241.0,7.0,7.0,1.0,3.0,0.79,0.12,0.29,,2.0,0.5,0.0,,-0.767082560441018,0.44283995675224586,0.8141405522454078,0213
1647,183.0,30592959.0,0.0,0.0,1.0,2.0,0.85,0.88,0.8,,1.0,-0.04999999999999993,0.0,,0.432222725142244,0.4094132900406139,0.8944271909999159,0123
1648,183.0,30592959.0,1.0,1.0,3.0,4.0,0.85,0.31,0.33,,1.0,0.020000000000000018,0.0,0.3043900378097346,0.2129445227473783,0.7293842163867269,0.5744562646538028,2301
1649,183.0,30592959.0,2.0,2.0,1.0,4.0,0.22,0.82,0.83,,1.0,0.61,0.0,,0.3695814895721399,-0.24771839984334998,0.9110433579144299,0312
1650,183.0,30592959.0,3.0,4.0,2.0,4.0,0.84,0.81,0.85,,2.0,-0.010000000000000009,0.0,,-0.023355933545786467,0.32407973613134566,0.9720684035502263,1302
1651,183.0,30592959.0,4.0,5.0,1.0,2.0,0.21,0.32,0.3,,1.0,0.09,0.0,0.791382123869512,0.25227744249483397,0.1003515123356199,0.5477225575051661,0123
1652,183.0,30592959.0,5.0,3.0,2.0,3.0,0.83,0.19,0.26,,2.0,0.57,0.0,,-0.671968472375615,0.26673468633588704,1.0216751863366256,1203
1653,183.0,30592959.0,6.0,6.0,1.0,3.0,0.81,0.26,0.28,,2.0,0.53,0.0,,-0.5516819510429876,0.19540488389837019,1.0773873222374153,0213
1654,183.0,30592959.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1656,184.0,91011197.0,0.0,0.0,1.0,2.0,0.39,0.63,0.58,,1.0,0.18999999999999995,0.0,0.5243572823152357,0.36091990544579167,0.12159877604639391,0.7615773105863908,0123
1657,184.0,91011197.0,1.0,1.0,3.0,4.0,0.34,0.35,0.43,,1.0,0.08999999999999997,0.0,0.713266993989823,0.1809161741038755,0.16887727269333208,0.6557438524302001,2301
1658,184.0,91011197.0,2.0,4.0,2.0,4.0,0.39,0.67,0.34,,2.0,0.33,0.0,,0.27440760364623795,-0.1476331964428148,1.0308092830755995,1302
1659,184.0,91011197.0,3.0,3.0,2.0,3.0,0.56,0.34,0.56,,2.0,0.0,0.0,0.6154291681429498,-0.2336793993023042,0.47152701455804,0.5867735098677964,1203
1660,184.0,91011197.0,4.0,5.0,1.0,2.0,0.41,0.39,0.44,,1.0,0.04999999999999999,0.0,0.673051316531393,0.21985112856170475,0.24221355574266168,0.6633249580710799,0123
1661,184.0,91011197.0,5.0,2.0,1.0,4.0,0.33,0.63,0.63,,1.0,0.3,0.0,0.5114295691513938,0.32877182271280525,0.018678447144218846,0.7937253933193772,0312
1662,184.0,91011197.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1663,184.0,91011197.0,7.0,7.0,1.0,3.0,0.67,0.3,0.3,,2.0,0.37000000000000005,0.0,,-0.38298702103753923,0.17408662880903036,0.9834970614699923,0213
1665,185.0,36713135.0,0.0,0.0,1.0,2.0,0.38,0.91,0.3,,1.0,-0.08000000000000002,0.0,,0.8013511988180382,0.3240572312029686,0.5477225575051661,0123
1666,185.0,36713135.0,1.0,1.0,3.0,4.0,0.46,0.52,0.42,,1.0,-0.040000000000000036,0.0,0.5873998236144344,0.37172983287777106,0.31109223482175796,0.648074069840786,2301
1667,185.0,36713135.0,2.0,5.0,1.0,2.0,0.32,0.49,0.62,,1.0,0.3,0.0,0.5820784151936024,0.20254870625998544,0.01259921259881891,0.7874007874011811,0123
1668,185.0,36713135.0,3.0,2.0,1.0,4.0,0.44,0.38,0.43,,1.0,0.04999999999999999,0.0,0.6660427870451657,0.2160359362779346,0.2823392995344859,0.6557438524302001,0312
1669,185.0,36713135.0,4.0,3.0,2.0,3.0,0.75,0.52,0.54,,2.0,0.20999999999999996,0.0,,-0.2049409686730319,0.25298830341722844,0.9717565679743603,1203
1670,185.0,36713135.0,5.0,4.0,2.0,4.0,0.69,0.54,0.65,,2.0,0.039999999999999925,0.0,0.4309050083871288,-0.1355035279057466,0.3571935198355678,0.8175404926115053,1302
1671,185.0,36713135.0,6.0,6.0,1.0,3.0,0.41,0.31,0.34,,2.0,0.06999999999999995,0.0,0.6855956496063514,-0.11813772641256048,0.2225497064350267,0.6829888073787149,0213
1672,185.0,36713135.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1674,186.0,75897044.0,0.0,0.0,1.0,2.0,0.0,0.66,0.2,,1.0,0.2,0.0,0.32805274925415634,0.7016989338076478,-0.4472135954999579,0.4472135954999579,0123
1675,186.0,75897044.0,1.0,1.0,3.0,4.0,0.65,0.05,0.5,,1.0,0.45,0.0,0.39958121222057935,-0.39087901516970963,0.4330686439125905,0.7071067811865476,2301
1676,186.0,75897044.0,2.0,3.0,2.0,3.0,0.08,0.0,0.0,,2.0,0.08,0.0,0.824621125123532,-0.4,0.0,0.4,1203
1677,186.0,75897044.0,3.0,2.0,1.0,4.0,0.11,0.8,0.0,,1.0,-0.11,0.0,,1.2649110640673518,0.469041575982343,0.0,0312
1678,186.0,75897044.0,4.0,4.0,2.0,4.0,0.25,0.88,0.4,,2.0,0.48,0.0,,0.6195431349556123,-0.2312048011318275,0.9383115823183752,1302
1679,186.0,75897044.0,5.0,5.0,1.0,2.0,0.7,0.4,0.45,,1.0,0.04999999999999999,0.0,0.48728922278124975,0.22360679774997894,0.5123955633699863,0.6708203932499369,0123
1680,186.0,75897044.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1681,186.0,75897044.0,7.0,7.0,1.0,3.0,0.16,0.0,0.0,,2.0,0.16,0.0,0.6,-0.565685424949238,0.0,0.565685424949238,0213
1683,187.0,45981658.0,0.0,0.0,1.0,2.0,0.4,1.0,0.55,,1.0,0.15000000000000002,0.0,,0.6725937136635288,0.15280734229034953,0.7416198487095663,0123
1684,187.0,45981658.0,1.0,1.0,3.0,4.0,0.6,0.4,0.52,,1.0,0.12,0.0,0.5566279299301176,0.17331693590711794,0.37433485991753424,0.7211102550927979,2301
1685,187.0,45981658.0,2.0,3.0,2.0,3.0,0.9,0.37,0.7,,2.0,0.20000000000000007,0.0,,-0.4814082597956112,0.5889051479146811,0.7527356385851927,1203
1686,187.0,45981658.0,3.0,5.0,1.0,2.0,0.41,0.3,1.0,,1.0,0.7,0.0,,-0.2254033307585166,-0.09446148618625838,1.0,0123
1687,187.0,45981658.0,4.0,2.0,1.0,4.0,0.3,0.47,0.3,,1.0,0.0,0.0,0.6860040679267123,0.4218134139780997,0.22687411173631733,0.5477225575051661,0312
1688,187.0,45981658.0,5.0,4.0,2.0,4.0,0.9,0.82,0.75,,2.0,0.15000000000000002,0.0,,-0.061015939013304044,0.2193751525134302,1.1222656339864434,1302
1689,187.0,45981658.0,6.0,6.0,1.0,3.0,0.29,0.0,0.1,,2.0,0.18999999999999997,0.0,0.2725181545962919,-0.7615773105863908,0.5477225575051662,0.2138547530812246,0213
1690,187.0,45981658.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1692,188.0,30650825.0,0.0,0.0,1.0,2.0,0.51,0.51,0.51,,1.0,0.0,0.0,0.5612447480744153,0.29580765098192285,0.29580765098192285,0.714142842854285,0123
1693,188.0,30650825.0,1.0,1.0,3.0,4.0,1.0,0.51,0.51,,1.0,0.0,0.0,,0.29580765098192285,0.7000707195188102,0.714142842854285,2301
1694,188.0,30650825.0,2.0,4.0,2.0,4.0,1.0,1.0,0.99,,2.0,0.010000000000000009,0.0,,0.0,0.3091552315883135,1.1050583307847817,1302
1695,188.0,30650825.0,3.0,2.0,1.0,4.0,0.51,0.51,0.51,,1.0,0.0,0.0,0.5612447480744153,0.29580765098192285,0.29580765098192285,0.714142842854285,0312
1696,188.0,30650825.0,4.0,3.0,2.0,3.0,0.51,0.51,0.51,,2.0,0.0,0.0,0.5791706250463028,0.0,0.22698119384909043,0.7829692999871174,1203
1697,188.0,30650825.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0123
1698,188.0,30650825.0,6.0,6.0,1.0,3.0,0.93,0.0,0.0,,2.0,0.93,0.0,,-1.3638181696985856,0.0,1.3638181696985856,0213
1699,188.0,30650825.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1701,189.0,92545703.0,0.0,0.0,1.0,2.0,0.3,0.98,0.33,,1.0,0.030000000000000027,0.0,,0.8255437353461971,0.20014040458768056,0.5744562646538028,0123
1702,189.0,92545703.0,1.0,1.0,3.0,4.0,0.86,0.22,0.28,,1.0,0.060000000000000026,0.0,0.29990878083705336,0.13417469585816177,0.782337442647482,0.5291502622129182,2301
1703,189.0,92545703.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0,,1.0,0.0,0.0,,1.4142135623730951,0.0,0.0,0312
1704,189.0,92545703.0,3.0,5.0,1.0,2.0,0.51,0.51,0.51,,1.0,0.0,0.0,0.5612447480744153,0.29580765098192285,0.29580765098192285,0.714142842854285,0123
1705,189.0,92545703.0,4.0,3.0,2.0,3.0,0.38,0.42,0.4,,2.0,0.019999999999999962,0.0,0.6970953659103568,0.044735350283033326,0.17892997601916438,0.6928498126889704,1203
1706,189.0,92545703.0,5.0,4.0,2.0,4.0,0.66,0.73,0.7,,2.0,0.030000000000000027,0.0,0.33743698658896,0.0593920680518516,0.24083307725948644,0.9080794520481192,1302
1707,189.0,92545703.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1708,189.0,92545703.0,7.0,7.0,1.0,3.0,0.91,0.0,0.01,,2.0,0.9,0.0,,-1.3490737563232043,0.17320508075688773,1.1758686755663166,0213
1710,190.0,85475010.0,0.0,0.0,1.0,2.0,0.0,0.9,0.1,,1.0,0.1,0.0,,1.0254130204830358,-0.31622776601683794,0.31622776601683794,0123
1711,190.0,85475010.0,1.0,1.0,3.0,4.0,0.75,0.15,0.2,,1.0,0.05000000000000002,0.0,0.4305148819343739,0.10050896200520815,0.7775312758916311,0.4472135954999579,2301
1712,190.0,85475010.0,2.0,2.0,1.0,4.0,0.25,0.3,0.35,,1.0,0.09999999999999998,0.0,0.7766435253868043,0.1829886909315218,0.11549880287658598,0.5916079783099616,0312
1713,190.0,85475010.0,3.0,5.0,1.0,2.0,0.3,0.9,0.5,,1.0,0.2,0.0,0.3046501454313782,0.6345340053133263,0.06748988805493583,0.7071067811865476,0123
1714,190.0,85475010.0,4.0,4.0,2.0,4.0,0.65,0.1,0.5,,2.0,0.15000000000000002,0.0,,-0.6929618295991802,0.7775312758916311,0.362644149207507,1302
1715,190.0,85475010.0,5.0,3.0,2.0,3.0,0.9,0.55,0.85,,2.0,0.050000000000000044,0.0,,-0.2928319383297222,0.5480630940969795,0.7935776924028941,1203
1716,190.0,85475010.0,6.0,6.0,1.0,3.0,0.6,0.25,0.45,,2.0,0.14999999999999997,0.0,0.4815804785314373,-0.3883383338237846,0.45478822267567753,0.6406568923346545,0213
1717,190.0,85475010.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1719,191.0,21365807.0,0.0,0.0,1.0,2.0,0.18,0.84,0.4,,1.0,0.22000000000000003,0.0,0.39806878927384753,0.6636926076478961,-0.032455532033675905,0.6324555320336759,0123
1720,191.0,21365807.0,1.0,1.0,3.0,4.0,0.68,0.22,0.32,,1.0,0.1,0.0,0.5566509873964116,0.09763953312184193,0.6005049540198222,0.565685424949238,2301
1721,191.0,21365807.0,2.0,5.0,1.0,2.0,0.07,0.35,0.21,,1.0,0.13999999999999999,0.0,0.7998375738216338,0.37840245703849157,-0.08409183081818983,0.458257569495584,0123
1722,191.0,21365807.0,3.0,2.0,1.0,4.0,0.27,0.82,0.6,,1.0,0.32999999999999996,0.0,0.37730019942027004,0.5060281782450864,-0.03974974640652995,0.7745966692414834,0312
1723,191.0,21365807.0,4.0,4.0,2.0,4.0,0.61,0.78,0.84,,2.0,-0.05999999999999994,0.0,0.5269677363753652,0.1444634979609536,0.3384511869590747,0.7660849147596516,1302
1724,191.0,21365807.0,5.0,3.0,2.0,3.0,0.74,0.15,0.37,,2.0,0.37,0.0,,-0.6688299485544777,0.5058428177801078,0.7107096882795361,1203
1725,191.0,21365807.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1726,191.0,21365807.0,7.0,7.0,1.0,3.0,0.8,0.16,0.09,,2.0,0.7100000000000001,0.0,,-0.6992256391181138,-0.04607018267857477,1.3109812467459265,0213
1728,192.0,22147892.0,0.0,0.0,1.0,2.0,0.51,0.85,0.51,,1.0,0.0,0.0,0.23399685711163246,0.5896976381862448,0.29580765098192285,0.714142842854285,0123
1729,192.0,22147892.0,1.0,1.0,3.0,4.0,0.51,0.51,0.51,,1.0,0.0,0.0,0.5612447480744153,0.29580765098192285,0.29580765098192285,0.714142842854285,2301
1730,192.0,22147892.0,2.0,4.0,2.0,4.0,0.51,0.51,0.51,,2.0,0.0,0.0,0.5791706250463028,0.0,0.22698119384909043,0.7829692999871174,1302
1731,192.0,22147892.0,3.0,2.0,1.0,4.0,0.51,0.51,0.51,,1.0,0.0,0.0,0.5612447480744153,0.29580765098192285,0.29580765098192285,0.714142842854285,0312
1732,192.0,22147892.0,4.0,3.0,2.0,3.0,0.51,0.51,0.51,,2.0,0.0,0.0,0.5791706250463028,0.0,0.22698119384909043,0.7829692999871174,1203
1733,192.0,22147892.0,5.0,5.0,1.0,2.0,0.51,0.51,0.48,,1.0,-0.030000000000000027,0.0,0.5646741622615155,0.3171301708086569,0.3171301708086569,0.6928203230275509,0123
1734,192.0,22147892.0,6.0,6.0,1.0,3.0,0.51,0.51,0.51,,2.0,0.0,0.0,0.5791706250463028,0.0,0.22698119384909043,0.7829692999871174,0213
1735,192.0,22147892.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1737,193.0,12052628.0,0.0,0.0,1.0,2.0,0.58,0.8,0.76,,1.0,0.18000000000000005,0.0,0.20813201441228565,0.3931312753592171,0.20525317271876609,0.8717797887081347,0123
1738,193.0,12052628.0,1.0,1.0,3.0,4.0,0.6,0.45,0.51,,1.0,0.06,0.0,0.5381443599304757,0.2345404551962288,0.3813022721560472,0.714142842854285,2301
1739,193.0,12052628.0,2.0,2.0,1.0,4.0,0.7,0.69,0.77,,1.0,0.08000000000000007,0.0,0.21951173354299217,0.29723757370786086,0.30571951788071094,0.8774964387392122,0312
1740,193.0,12052628.0,3.0,5.0,1.0,2.0,0.24,0.4,0.31,,1.0,0.07,0.0,0.7466485309156745,0.33765075471691364,0.1360438867445487,0.5567764362830022,0123
1741,193.0,12052628.0,4.0,3.0,2.0,3.0,0.31,0.44,0.28,,2.0,0.15999999999999998,0.0,0.5678020128937954,0.1506823645635048,-0.021568012973517847,0.8089688003746989,1203
1742,193.0,12052628.0,5.0,4.0,2.0,4.0,0.72,0.67,0.76,,2.0,-0.040000000000000036,0.0,0.39442704546093693,-0.04241630972097732,0.3523831967751274,0.8476168032248723,1302
1743,193.0,12052628.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1744,193.0,12052628.0,7.0,7.0,1.0,3.0,0.78,0.29,0.58,,2.0,0.20000000000000007,0.0,,-0.4874222890932889,0.557513285240901,0.6914863144387786,0213
1746,194.0,91985246.0,0.0,0.0,1.0,2.0,0.29,0.66,0.29,,1.0,0.0,0.0,0.5363399388792865,0.6103960485941553,0.2230608298729404,0.5385164807134504,0123
1747,194.0,91985246.0,1.0,1.0,3.0,4.0,0.56,0.56,0.51,,1.0,-0.050000000000000044,0.0,0.5031013619844309,0.34415768157155135,0.34415768157155135,0.714142842854285,2301
1748,194.0,91985246.0,2.0,5.0,1.0,2.0,0.56,0.67,0.59,,1.0,0.029999999999999916,0.0,0.4172600181060714,0.3894691154921618,0.2901859496389755,0.7681145747868608,0123
1749,194.0,91985246.0,3.0,4.0,2.0,4.0,0.6,0.74,0.51,,2.0,0.22999999999999998,0.0,,0.12110739104931167,0.02037918162565444,1.0750659333846775,1302
1750,194.0,91985246.0,4.0,3.0,2.0,3.0,0.25,0.35,0.39,,2.0,-0.040000000000000036,0.0,0.8424076240380549,0.129553245347528,0.24500535610512109,0.4621014250814264,1203
1751,194.0,91985246.0,5.0,2.0,1.0,4.0,0.76,0.72,0.76,,1.0,0.040000000000000036,0.0,0.04331405899506334,0.3282202112918653,0.36110301188566063,0.8717797887081347,0312
1752,194.0,91985246.0,6.0,6.0,1.0,3.0,0.76,0.09,0.3,,2.0,0.46,0.0,,-0.8086187318818667,0.5244192293385852,0.7084635712552101,0213
1753,194.0,91985246.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1755,195.0,43887332.0,0.0,0.0,1.0,2.0,0.4,1.0,0.05,,1.0,-0.35000000000000003,0.0,,1.1906067646231162,0.6708203932499369,0.22360679774997896,0123
1756,195.0,43887332.0,1.0,1.0,3.0,4.0,0.86,0.15,0.01,,1.0,-0.13999999999999999,0.0,,0.4477225575051661,1.2114877048604,0.1,2301
1757,195.0,43887332.0,2.0,3.0,2.0,3.0,0.95,0.5,0.97,,2.0,-0.020000000000000018,0.0,,-0.3784048752090221,0.7058722109231981,0.6725326642858243,1203
1758,195.0,43887332.0,3.0,2.0,1.0,4.0,0.4,0.7,0.01,,1.0,-0.39,0.0,,1.083215956619923,0.7944271909999159,0.1,0312
1759,195.0,43887332.0,4.0,4.0,2.0,4.0,0.85,0.9,0.9,,2.0,0.0,0.0,,0.0378003054593441,0.3015268860156246,1.002313595024905,1302
1760,195.0,43887332.0,5.0,5.0,1.0,2.0,0.4,0.3,0.01,,1.0,-0.29,0.0,,0.6745966692414834,0.7944271909999159,0.1,0123
1761,195.0,43887332.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1762,195.0,43887332.0,7.0,7.0,1.0,3.0,0.4,0.02,0.2,,2.0,0.2,0.0,0.2920924193612162,-0.6944271909999158,0.5745966692414834,0.3198305217584325,0213
1764,196.0,75678620.0,0.0,0.0,1.0,2.0,0.6,0.35,0.43,,1.0,0.08000000000000002,0.0,0.5864572769034876,0.1809161741038755,0.4397012625801321,0.6557438524302001,0123
1765,196.0,75678620.0,1.0,1.0,3.0,4.0,0.63,0.56,0.42,,1.0,-0.14000000000000007,0.0,0.4320149700142769,0.41022645458505036,0.47442314619139647,0.648074069840786,2301
1766,196.0,75678620.0,2.0,4.0,2.0,4.0,0.4,0.37,0.57,,2.0,-0.16999999999999993,0.0,0.7738414727673836,-0.03419466429565321,0.44743715635793946,0.4469900346419764,1302
1767,196.0,75678620.0,3.0,3.0,2.0,3.0,0.66,0.53,0.42,,2.0,0.24000000000000005,0.0,,-0.11934951520890569,0.09293420193348245,1.055978327374123,1203
1768,196.0,75678620.0,4.0,5.0,1.0,2.0,0.34,0.56,0.42,,1.0,0.07999999999999996,0.0,0.6168836140063786,0.41022645458505036,0.17654705528274617,0.648074069840786,0123
1769,196.0,75678620.0,5.0,2.0,1.0,4.0,0.36,0.4,0.6,,1.0,0.24,0.0,0.6165831525978475,0.11983052175843245,0.07393146818237362,0.7745966692414834,0312
1770,196.0,75678620.0,6.0,6.0,1.0,3.0,0.72,0.39,0.4,,2.0,0.31999999999999995,0.0,,-0.31682391336721527,0.21226902837754769,0.987730971622452,0213
1771,196.0,75678620.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1773,197.0,56918218.0,0.0,0.0,1.0,2.0,0.36,0.94,0.36,,1.0,0.0,0.0,,0.7711309200802089,0.24852813742385704,0.6,0123
1774,197.0,56918218.0,1.0,1.0,3.0,4.0,0.27,0.28,0.36,,1.0,0.08999999999999997,0.0,0.7744766492462443,0.14833147735478835,0.13484692283495348,0.6,2301
1775,197.0,56918218.0,2.0,5.0,1.0,2.0,0.14,0.31,0.2,,1.0,0.06,0.0,0.8231397555180588,0.3401871919012232,0.08193666671296024,0.4472135954999579,0123
1776,197.0,56918218.0,3.0,4.0,2.0,4.0,0.04,0.26,0.34,,2.0,-0.08000000000000002,0.0,0.8511503435050285,0.4382675426181789,0.2888402387434099,-0.00599752626879102,1302
1777,197.0,56918218.0,4.0,2.0,1.0,4.0,0.77,0.35,0.62,,1.0,0.27,0.0,0.4145490168954999,0.04925923913289443,0.4535665771979046,0.7874007874011811,0312
1778,197.0,56918218.0,5.0,3.0,2.0,3.0,0.67,0.2,0.6,,2.0,0.07000000000000006,0.0,0.14225166089074742,-0.5251281582453468,0.709185254466198,0.4483984358128248,1203
1779,197.0,56918218.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1780,197.0,56918218.0,7.0,7.0,1.0,3.0,0.65,0.09,0.39,,2.0,0.26,0.0,,-0.7159113563872095,0.6574013139272681,0.48277411117186997,0213
1782,198.0,88855071.0,0.0,0.0,1.0,2.0,0.71,0.83,0.83,,1.0,0.12,0.0,,0.3773665147580827,0.28059417086686844,0.9110433579144299,0123
1783,198.0,88855071.0,1.0,1.0,3.0,4.0,0.51,0.77,0.61,,1.0,0.09999999999999998,0.0,0.3550297098375715,0.4599423970084203,0.2289255262455424,0.7810249675906654,2301
1784,198.0,88855071.0,2.0,3.0,2.0,3.0,0.64,0.75,0.75,,2.0,0.0,0.0,0.42729589050792716,0.09337402149311291,0.27525512860841106,0.856115721290065,1203
1785,198.0,88855071.0,3.0,4.0,2.0,4.0,0.66,0.57,0.59,,2.0,0.07000000000000006,0.0,0.3728657902335667,-0.08120470410447456,0.26270564436187605,0.8862068849457299,1302
1786,198.0,88855071.0,4.0,2.0,1.0,4.0,0.86,0.51,0.51,,1.0,0.0,0.0,0.21372166351461006,0.29580765098192285,0.5973448620061151,0.714142842854285,0312
1787,198.0,88855071.0,5.0,5.0,1.0,2.0,0.42,0.51,0.61,,1.0,0.19,0.0,0.5650093069030491,0.2289255262455424,0.13549017140050257,0.7810249675906654,0123
1788,198.0,88855071.0,6.0,6.0,1.0,3.0,0.72,0.51,0.51,,2.0,0.20999999999999996,0.0,,-0.19004950616379213,0.22698119384909043,0.9730188061509093,0213
1789,198.0,88855071.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
1791,199.0,71923595.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,,1.0,0.0,0.0,,0.41421356237309515,0.41421356237309515,1.0,0123
1792,199.0,71923595.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,,1.0,0.0,0.0,,0.41421356237309515,0.41421356237309515,1.0,2301
1793,199.0,71923595.0,2.0,2.0,1.0,4.0,0.51,0.51,0.51,,1.0,0.0,0.0,0.5612447480744153,0.29580765098192285,0.29580765098192285,0.714142842854285,0312
